 <-1> 15/06/2022 17:55:32.554     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\Interop.WMPLib.dll"
"Could not load file or assembly 'Interop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:55:32.616     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\obj\Debug\AxInterop.WMPLib.dll"
"Could not load file or assembly 'AxInterop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:55:32.679     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\WindowsFormsControlLibrary1.dll"
"Could not load file or assembly 'WindowsFormsControlLibrary1.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:55:47.201     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\Interop.WMPLib.dll"
"Could not load file or assembly 'Interop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:55:47.267     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\obj\Debug\AxInterop.WMPLib.dll"
"Could not load file or assembly 'AxInterop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:55:47.326     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\WindowsFormsControlLibrary1.dll"
"Could not load file or assembly 'WindowsFormsControlLibrary1.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:55:47.386     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\Interop.WMPLib.dll"
"Could not load file or assembly 'Interop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:55:47.447     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\obj\Debug\AxInterop.WMPLib.dll"
"Could not load file or assembly 'AxInterop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:55:47.509     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\WindowsFormsControlLibrary1.dll"
"Could not load file or assembly 'WindowsFormsControlLibrary1.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:32.998     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\Interop.WMPLib.dll"
"Could not load file or assembly 'Interop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:33.076     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\obj\Debug\AxInterop.WMPLib.dll"
"Could not load file or assembly 'AxInterop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:33.144     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\WindowsFormsControlLibrary1.dll"
"Could not load file or assembly 'WindowsFormsControlLibrary1.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:33.200     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\Interop.WMPLib.dll"
"Could not load file or assembly 'Interop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:33.270     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\obj\Debug\AxInterop.WMPLib.dll"
"Could not load file or assembly 'AxInterop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:33.339     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\WindowsFormsControlLibrary1.dll"
"Could not load file or assembly 'WindowsFormsControlLibrary1.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:34.040     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\Interop.WMPLib.dll"
"Could not load file or assembly 'Interop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:34.106     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\obj\Debug\AxInterop.WMPLib.dll"
"Could not load file or assembly 'AxInterop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:34.166     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\WindowsFormsControlLibrary1.dll"
"Could not load file or assembly 'WindowsFormsControlLibrary1.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:34.231     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\Interop.WMPLib.dll"
"Could not load file or assembly 'Interop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:34.301     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\obj\Debug\AxInterop.WMPLib.dll"
"Could not load file or assembly 'AxInterop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:34.388     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\WindowsFormsControlLibrary1.dll"
"Could not load file or assembly 'WindowsFormsControlLibrary1.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:36.092     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\Interop.WMPLib.dll"
"Could not load file or assembly 'Interop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:36.168     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\obj\Debug\AxInterop.WMPLib.dll"
"Could not load file or assembly 'AxInterop.WMPLib.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:36.234     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\WindowsFormsControlLibrary1.dll"
"Could not load file or assembly 'WindowsFormsControlLibrary1.dll' or one of its dependencies. The system cannot find the path specified."
 <-1> 15/06/2022 17:56:36.308     [Error  ] - Failed to Load Assembly : "C:\Users\chouguleR\Downloads\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\WindowsFormsControlLibrary1\bin\Debug\WindowsFormsControlLibrary1.dll"
"Could not load file or assembly 'WindowsFormsControlLibrary1.dll' or one of its dependencies. The system cannot find the path specified."
 <43410004732053920> 16/06/2022 12:39:31.641     [Error  ] - DataViewToText - Illegal task variables specified : 1, Program: "DataViewToText".
 <269241854787676608> 16/06/2022 12:42:55.231     [Error  ] - DataViewToText - Illegal task variables specified : 1, Program: "DataViewToText".
 <269241854787676608> 16/06/2022 12:42:59.362     [Error  ] - DataViewToText - Illegal task variables specified : 1, Program: "DataViewToText".
 <-1> 16/06/2022 13:23:18.791     [Error  ] - Error: "Cannot connect to the middleware" (-150)
 <366474980553318976> 16/06/2022 13:26:09.835     [Error  ] - Create error: Employee1, Program: "Browse - Employee1".
 <426909031323850176> 16/06/2022 13:26:28.975     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Browse - Employee1".
 <447540662066536000> 16/06/2022 13:26:41.571     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Browse - Employee1".
 <127233105592062800> 16/06/2022 13:34:43.703     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:44.300     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:44.583     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:44.897     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:45.130     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:45.330     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:45.496     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:45.653     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:45.834     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:46.013     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:46.188     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:46.365     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:46.539     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:46.719     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:46.889     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:47.083     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:47.253     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:47.446     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:47.633     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:47.826     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:48.014     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:48.206     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:48.395     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:48.586     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:48.780     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:49.226     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <127233105592062800> 16/06/2022 13:34:49.464     [Error  ] - Cannot modify Read Only, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:12.634     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:12.741     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:12.852     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:12.960     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:13.074     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:13.208     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:13.319     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:13.425     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:13.556     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:13.665     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:13.773     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:13.884     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:13.995     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:14.103     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:14.223     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:14.339     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:14.447     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:14.669     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:14.779     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:14.889     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:14.999     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:15.105     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:15.214     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:15.323     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:15.437     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:15.638     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:15.748     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:15.857     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:15.969     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:16.082     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:16.202     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:16.308     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:17.988     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:18.104     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:18.213     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:18.327     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:18.447     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:18.557     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:18.664     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:18.780     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:18.916     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:19.027     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:19.134     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:19.242     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:19.354     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:19.464     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:19.572     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
 <43006550638138096> 16/06/2022 13:37:19.683     [Error  ] - Duplicate index, data source: Employee1, Program: "Import - emp".
